STATUS | wrapper  | 2023/12/21 03:44:21 | --> Wrapper Started as Console
INFO   | jvm 3    | 2023/12/21 03:44:53 | 	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
INFO   | jvm 3    | 2023/12/21 03:44:53 | 	at java.lang.reflect.Method.invoke(Method.java:566) ~[?:?]
INFO   | jvm 3    | 2023/12/21 03:44:53 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:349) ~[wrapper.jar:3.5.50]
INFO   | jvm 3    | 2023/12/21 03:44:53 | 	at java.lang.Thread.run(Thread.java:829) ~[?:?]
STATUS | wrapper  | 2023/12/21 03:44:54 | on_exit trigger matched.  Restarting the JVM.  (Exit code: 1)
STATUS | wrapper  | 2023/12/21 03:45:00 | Launching a JVM...
INFO   | jvm 4    | 2023/12/21 03:45:00 | WrapperManager: Initializing...
INFO   | jvm 4    | 2023/12/21 03:45:00 | 2023-12-21 03:45:00,780 INFO [WrapperSimpleAppMain] [RemoteAgentBootstrap] Starting Agent Bootstrap using Java 11.0.21 from Eclipse Adoptium. Default charset: UTF-8, file name encoding: UTF-8
INFO   | jvm 4    | 2023/12/21 03:45:00 | 2023-12-21 03:45:00,783 INFO [WrapperSimpleAppMain] [RemoteAgentBootstrap] Agent bootstrap using endpoint: http://bamboo-server:8085/agentServer
INFO   | jvm 4    | 2023/12/21 03:45:00 | 2023-12-21 03:45:00,787 INFO [WrapperSimpleAppMain] [RemoteAgentHomeLocatorForBootstrap] Using agent home located at [/var/atlassian/application-data/bamboo-agent]
INFO   | jvm 4    | 2023/12/21 03:45:00 | 2023-12-21 03:45:00,787 INFO [WrapperSimpleAppMain] [RemoteAgentHomeLocatorForBootstrap] Using agent home located at [/var/atlassian/application-data/bamboo-agent]
INFO   | jvm 4    | 2023/12/21 03:45:00 | 2023-12-21 03:45:00,788 INFO [WrapperSimpleAppMain] [AgentUuidInitializer] Found agent UUID '85bb9ffd-7c93-4271-93e3-effff5aacf91' in temporary UUID file '/var/atlassian/application-data/bamboo-agent/uuid-temp.properties'
INFO   | jvm 4    | 2023/12/21 03:45:00 | 2023-12-21 03:45:00,789 INFO [WrapperSimpleAppMain] [RemoteAgentHomeLocatorForBootstrap] Using agent home located at [/var/atlassian/application-data/bamboo-agent]
INFO   | jvm 4    | 2023/12/21 03:45:00 | 2023-12-21 03:45:00,789 INFO [WrapperSimpleAppMain] [AgentContext] Requesting fingerprint, url: http://bamboo-server:8085/agentServer/GetFingerprint.action?hostName=b46f2a1ada5c&version=4&agentUuid=85bb9ffd-7c93-4271-93e3-effff5aacf91
INFO   | jvm 4    | 2023/12/21 03:45:00 | 2023-12-21 03:45:00,792 INFO [WrapperSimpleAppMain] [RemoteAgentHttpClientFactory] Creating a new HTTP client...
INFO   | jvm 4    | 2023/12/21 03:45:01 | 2023-12-21 03:45:00,969 INFO [WrapperSimpleAppMain] [AgentContext] Authenticating against Bamboo server at http://bamboo-server:8085/agentServer/
INFO   | jvm 4    | 2023/12/21 03:45:01 | 2023-12-21 03:45:01,093 INFO [WrapperSimpleAppMain] [AgentContext] Successfully authenticated with Bamboo server
INFO   | jvm 4    | 2023/12/21 03:45:01 | Exiting due to fatal exception.
INFO   | jvm 4    | 2023/12/21 03:45:01 | java.lang.IllegalArgumentException: URLDecoder: Illegal hex characters in escape (%) pattern - Error at index 0 in: ";""
INFO   | jvm 4    | 2023/12/21 03:45:01 | 	at java.base/java.net.URLDecoder.decode(URLDecoder.java:232)
INFO   | jvm 4    | 2023/12/21 03:45:01 | 	at java.base/java.net.URLDecoder.decode(URLDecoder.java:142)
INFO   | jvm 4    | 2023/12/21 03:45:01 | 	at com.atlassian.bamboo.agent.bootstrap.GetFingerprintResponse.processPair(GetFingerprintResponse.java:45)
INFO   | jvm 4    | 2023/12/21 03:45:01 | 	at com.atlassian.bamboo.agent.bootstrap.GetFingerprintResponse.<init>(GetFingerprintResponse.java:30)
INFO   | jvm 4    | 2023/12/21 03:45:01 | 	at com.atlassian.bamboo.agent.bootstrap.AgentContext.initFingerprint(AgentContext.java:133)
INFO   | jvm 4    | 2023/12/21 03:45:01 | 	at com.atlassian.bamboo.agent.bootstrap.AgentContext.initServerSession(AgentContext.java:114)
